#,Campaign,Distinct Lever,Industry,Location,ICP / Persona,Trigger (why now),List Logic,Pain Logic (surface / business / personal),Offer Logic (dream / mechanism / guarantee / packaging),Personalization Logic,Copy Angle,Variables,PROOF
31,Customer Success expansion/NRR,PERSONA,B2B SaaS,US,VP Customer Success / Head of CS,NRR pressure / hiring CSMs / flat expansion,"SaaS, 100-500 HC, expansion-motion, CS leadership in place; sourced","Surface: expansion/upsell inconsistent. Business: NRR drives valuation, flat NRR hurts raise. Personal: CS VP owns retention & expansion number","Dream: structured expansion pipeline within the base. Mechanism: outbound into other buying units of existing accounts. Guarantee: pilot. Packaging: retainer",1:few by account-expansion signal,"Subj expansion you're missing | Most CS teams protect renewals but leave expansion to chance-there's usually a second department no one's multi-threaded into",{{first_name}} {{company}} {{similar_company}} {{proof_metric}},40
32,CMO pipeline-contribution,PERSONA,B2B SaaS & tech,US,CMO / VP Marketing / Demand Gen,Marketing under pressure to source pipeline / ad budget cut,"SaaS/tech, 50-500 HC, marketing leader present, inbound-reliant; sourced","Surface: inbound slowing, ads expensive. Business: marketing must own bigger share of pipeline. Personal: CMO seat depends on sourced-pipeline number","Dream: predictable marketing-sourced pipeline beyond inbound. Mechanism: outbound as a marketing-owned channel. Guarantee: pay-per-meeting. Packaging: performance",1:few by inbound-slowdown / ad-spend signal,"Subj marketing-sourced pipeline | When inbound softens the number still lands on marketing-outbound is the channel you own without bidding CAC up",{{first_name}} {{company}} {{proof_metric}} {{similar_company}},40
33,Champion job-change,TRIGGER,Any (relationship-data led),US / UK,Past buyer/champion who just changed companies,A known champion starts a new role at an ICP-fit co,"Track job-changes of prior customers/users; new company ICP-fit; job-change signal warm","Surface: champions leave, relationship resets cold. Business: they're the warmest buyer at the new co. Personal: they want tools/partners they already trust","Dream: pipeline from people who already love you, in new seats. Mechanism: job-change-triggered warm outbound. Guarantee: performance floor. Packaging: retainer",1:1 referencing prior relationship + new role,"Subj congrats on {{company}} | Saw you just joined {{company}} as {{role}}-you knew {{proof_metric}} last time, figured you'd want the same engine here",{{first_name}} {{company}} {{role}} {{proof_metric}},47
34,Layoffs / efficiency,TRIGGER,Tech & broad B2B post-cuts,US,VP Sales / COO,Recent layoffs / RIF / do-more-with-less signals,"Companies w/ recent layoff news, GTM thinned; news/signal-led; respectful tone","Surface: smaller team, same targets. Business: must hit number with fewer people. Personal: leader stretched, can't rebuild headcount","Dream: keep pipeline flowing with a leaner team. Mechanism: outsourced outbound covering the gap. Guarantee: pilot. Packaging: performance/retainer",1:few by function affected - empathetic tone,"Subj same targets leaner team | After a tighter quarter the number rarely shrinks even when the team does-outbound covers the gap without rehiring",{{first_name}} {{company}} {{proof_metric}},37
35,Tech-stack churn / displacement,TRIGGER,SaaS selling into a specific stack,US,VP Sales / Owner (varies),Target accounts just removed/added a tool,"Accounts w/ tech add/drop via BuiltWith/Wappalyzer matching client's wedge; technographic","Surface: stack in flux = open budget & evaluation. Business: switching window is short. Personal: buyer actively solving this now","Dream: reach accounts mid-switch. Mechanism: displacement outbound timed to the change. Guarantee: pay-per-meeting. Packaging: performance",1:few by detected competitor movement,"Subj moving off {{competitor}}? | Noticed {{company}} recently {{trigger_detail}}-the weeks around a stack change are when buyers are actually open, which is rare",{{first_name}} {{company}} {{competitor}} {{trigger_detail}},40
36,Post-M&A integration,TRIGGER,Companies that just acquired/merged,US / EU,COO / VP Sales / Integration lead,Announced acquisition/merger in last 90 days,"Recent M&A news, ICP-fit acquirer; news-led","Surface: overlapping systems/teams/GTM post-deal. Business: synergy targets demand fast consolidation. Personal: integration owner under board scrutiny","Dream: unified productive GTM motion fast. Mechanism: outbound positioning consolidation/scale. Guarantee: pilot. Packaging: retainer",1:few by deal context,"Subj post-{{recent_event}} | Right after a deal the GTM motions rarely line up day one-that's where pipeline leaks while teams integrate",{{first_name}} {{company}} {{recent_event}} {{proof_metric}},29
37,Insurance brokerage growth,VERT/GEO,Commercial insurance brokerages / insurtech,US,Principal / Producer / Head of Sales,Hiring producers / new line / regional expansion,"Commercial brokerages, 20-200 HC, niche lines (cyber/benefits/commercial); DQ personal-lines-only; sourced","Surface: producers grind referrals/cold calls for commercial. Business: book growth needs new commercial clients. Personal: producer comp tied to written premium","Dream: qualified meetings with commercial decision-makers. Mechanism: outbound to businesses w/ renewal/risk triggers. Guarantee: performance floor. Packaging: retainer",1:few by line of business + location_city,"Subj commercial accounts | Producers writing commercial lines still grind referrals and cold calls-a steady feed of in-market businesses never scales",{{first_name}} {{company}} {{niche}} {{location_city}} {{proof_metric}},34
38,Multi-location services (DSO/med-spa/vet),VERT/GEO,Multi-location local-services groups,US,Owner / Director of Ops / Group Marketing,Opening new locations / acquiring practices,"Multi-location groups 3+ sites (DSO/MSO/vet), expanding; DQ solo practices; sourced","Surface: new-patient/client flow uneven across sites. Business: new locations must fill fast for unit economics. Personal: ops director owns per-site performance","Dream: B2B referral & partnership pipeline feeding locations. Mechanism: outbound to referral sources/local businesses. Guarantee: pilot per region. Packaging: retainer",1:few by location_city + service line,"Subj filling new locations | Opening sites is the easy bet-filling them fast is hard. Most groups rely on ads while local referral partnerships go untapped",{{first_name}} {{company}} {{location_city}} {{niche}} {{proof_metric}},41
39,GCC / UAE enterprise expansion,VERT/GEO,B2B software & services entering the Gulf,GCC (UAE / KSA),Regional Director / Country Manager / Founder,Setting up GCC entity / hiring regional sales,"B2B firms expanding into UAE/KSA, enterprise/govt buyers; DQ no regional presence; sourced; relationship-led, formal, mind Ramadan/work week","Surface: relationship-driven market, slow cold entry. Business: expansion needs local pipeline & intros. Personal: regional lead must show traction fast","Dream: qualified enterprise/govt meetings in-region. Mechanism: localized relationship-first outbound. Guarantee: pilot. Packaging: retainer",1:few by sector + emirate/region (formal),"Subj {{company}} in the UAE | Entering the Gulf is relationship-led-most teams underestimate how much warm well-targeted outreach accelerates first enterprise conversations",{{first_name}} {{company}} {{location_city}} {{similar_company}},31
40,EdTech / training-provider growth,VERT/GEO,EdTech & corporate training providers,US / UK,Head of Sales / Founder / Head of B2B,Launching B2B/enterprise motion / hiring B2B sales,"EdTech & training cos, 20-200 HC, selling to L&D/HR/schools, moving upmarket; DQ pure B2C apps; sourced","Surface: B2C-built motion, weak at B2B outbound. Business: enterprise contracts higher-ACV but harder to reach. Personal: sales lead must prove the B2B channel","Dream: qualified meetings with L&D/HR/procurement buyers. Mechanism: outbound to enterprise training buyers. Guarantee: pilot. Packaging: retainer + per-meeting",1:few by buyer type (L&D / HR / academic),"Subj B2B training pipeline | Most {{niche}} platforms are built for B2C then bolt on enterprise-reaching L&D and HR buyers is a different motion entirely",{{first_name}} {{company}} {{niche}} {{similar_company}},38
