#,Niche / Campaign,Cluster,Industry,Location,ICP (we sell to),Books them meetings with,Trigger,List Logic,Pain Logic (surface / business / personal),Offer Logic (dream / mechanism / guarantee / packaging),Personalization Logic,Copy Angle,Saturation,TAM / Volume
11,Independent insurance brokerages (commercial),B-ProServices,Commercial insurance,US,Principal / Producer,Local businesses w/ renewal/risk triggers,Hiring producers / new commercial line,"Commercial brokerages 10-200 staff; DQ personal-lines-only","Surface: producers grind cold calls. Business: book growth needs commercial accounts. Personal: comp tied to written premium","Dream: meetings with commercial decision-makers. Mechanism: outbound to businesses w/ renewal/hiring/risk triggers. Guarantee: performance floor. Packaging: retainer",1:few by line + location_city,"Subj commercial accounts | Producers still grind referrals and cold calls-a steady feed of in-market businesses approaching renewal never scales on its own",Low,~40k+ US
12,Regional IT MSPs & cybersecurity for SMBs,B-ProServices,Managed IT / cybersecurity,US secondary metros,Owner / Founder,Local SMBs (10-200 employees),Hiring techs / acquired an MSP / compliance push,"MSPs 10-80 staff, SMB clients, ConnectWise/Datto; DQ break-fix solo","Surface: client acquisition is word-of-mouth. Business: MRR plateaus, techs underutilized. Personal: owner is also salesperson","Dream: steady SMB prospects for managed contracts. Mechanism: outbound to office/ops managers w/ IT pain signals. Guarantee: performance floor. Packaging: retainer",1:few by location_city + vertical,"Subj {{location_city}} managed contracts | Most MSPs add techs faster than clients so MRR plateaus while the owner stays the whole sales team-a steady feed of local SMBs fixes that",Low,~40k+ US
13,Commercial real estate brokerages (tenant rep),B-ProServices,CRE brokerage,US/UK metros,Broker / Principal,Growing local businesses needing space,Lease-expiry data / business expansion / hiring signals,"CRE brokers (office/industrial/retail), regional; DQ residential agents","Surface: deal flow tied to network. Business: needs pipeline of tenants/occupiers. Personal: broker eats what they kill","Dream: meetings with businesses needing space. Mechanism: outbound to companies w/ lease-expiry/expansion triggers. Guarantee: performance floor. Packaging: hybrid",1:few by location_city + asset type,"Subj tenants in {{location_city}} | CRE deal flow is all network-but businesses hit lease expirations and growth triggers on a schedule, exactly who tenant reps never systematically reach",Low,~30k+ US
14,Regional marketing & web agencies (secondary cities),B-ProServices,Marketing/web agencies,US/UK secondary & tertiary,Owner / MD,Local SMBs needing marketing,Small team strong local portfolio referral-only growth,"Agencies in non-tier-1 cities 5-40 staff; DQ lead-gen agencies","Surface: lumpy referral-led growth. Business: can't forecast. Personal: owner feast/famine stress","Dream: 5-10 booked calls/mo w/ local businesses. Mechanism: DFY outbound. Guarantee: calls-or-free. Packaging: retainer + DFY",1:few by niche + region,"Subj booked calls for {{company}} | Agencies outside big metros are great at the work but grow purely on referrals-local SMBs are easy to reach and rarely emailed by anyone good",Medium,huge
15,Title / escrow / mortgage brokers (referral),B-ProServices,Mortgage / title / escrow,US,Owner / Loan Officer,Real-estate agents & local builders (referral sources),Rate-cycle shift / hiring LOs / new market,"Independent mortgage/title firms; DQ big-bank branches","Surface: volume tied to a few realtor relationships. Business: needs more referral partners. Personal: LO income rides on deal volume","Dream: steady realtor/builder referral partnerships. Mechanism: outbound to agents/builders. Guarantee: pilot. Packaging: retainer",1:few by location_city,"Subj referral partners {{location_city}} | Mortgage volume rides on a handful of realtor relationships-a steady pipeline of new referral partners is the lever most LOs never work",Low,~50k+ US
16,Regional manufacturers / machine & job shops,C-Industrial,Manufacturing / fabrication / machining,US/UK industrial regions,Owner / VP Sales,OEMs / procurement / product companies needing parts,Adding capacity/equipment / reshoring demand,"Job shops/fabricators/contract mfrs $2-50M; DQ one-man shops","Surface: work from a few legacy customers. Business: customer-concentration risk, idle machine time. Personal: owner anxious about the next big order","Dream: new OEM/procurement accounts. Mechanism: outbound to buyers/engineers needing parts. Guarantee: pilot. Packaging: retainer",1:few by capability (CNC/sheet-metal/injection),"Subj new accounts for {{company}} | Most shops run on two or three legacy customers-one slowing down is existential, yet almost nobody's proactively filling the machines with new OEM work",Very Low,~250k+ US
17,Industrial & MRO supply distributors,C-Industrial,Industrial/MRO distribution,US,Owner / Sales Manager,Plants / facilities / contractors,New product line / territory / hiring reps,"Industrial/MRO/safety/electrical distributors, regional; DQ pure ecommerce resellers","Surface: reps service existing accounts, little net-new. Business: needs new B2B buyers. Personal: sales manager owns growth number","Dream: net-new plant/facility/contractor accounts. Mechanism: outbound to procurement/maintenance buyers. Guarantee: performance floor. Packaging: retainer",1:few by buyer segment,"Subj new B2B accounts | Distribution reps spend their week servicing existing accounts-net-new buyers in plants and facilities go untouched because nobody owns proactive outreach",Very Low,~100k+ US
18,Wholesale food-service distributors,C-Industrial,Food-service distribution,US metros,Owner / Sales Director,Restaurants / cafeterias / caterers,New region / product line / hiring DSRs,"Regional/specialty food distributors; DQ national broadliners","Surface: restaurant accounts churn, acquisition is door-to-door. Business: needs steady new restaurant accounts. Personal: sales director owns case-volume growth","Dream: new restaurant/foodservice accounts. Mechanism: outbound to owners/chefs/GMs. Guarantee: appointments-or-free. Packaging: retainer",1:few by cuisine/segment + location_city,"Subj new restaurant accounts | Foodservice distribution is door-to-door and accounts churn constantly-a steady feed of restaurants and caterers in {{location_city}} is what DSRs can't cover on foot",Very Low,~30k+ US
19,Building-materials suppliers,C-Industrial,Building materials / supply,US,Owner / Sales Manager,Contractors / builders / GCs,New branch / product line / construction-cycle uptick,"Lumber/concrete/electrical/plumbing suppliers, regional; DQ big-box retail","Surface: same contractor accounts year after year. Business: wants more builder/contractor accounts. Personal: manager owns regional growth","Dream: new contractor/builder accounts. Mechanism: outbound to contractors w/ project signals. Guarantee: performance floor. Packaging: retainer",1:few by trade served,"Subj contractor accounts {{location_city}} | Most suppliers sell to the same contractors they always have-builders pulling new permits are easy to find and almost never reached proactively",Very Low,~60k+ US
20,Commercial printing signage & promo,C-Industrial,Print / signage / promo,US/UK metros,Owner / Sales Lead,Local businesses / marketing & office managers,New equipment / capacity / rebrand-season,"Commercial printers/sign shops/promo firms, regional; DQ online-only print","Surface: project work, no recurring base. Business: wants repeat B2B accounts. Personal: owner chasing the next job","Dream: recurring B2B print/signage accounts. Mechanism: outbound to marketing/office managers & franchises. Guarantee: pilot. Packaging: retainer",1:few by product + location_city,"Subj recurring print accounts | Print and signage is all one-off projects-recurring B2B accounts with local businesses and franchises are the steady book most shops never build",Low,~40k+ US
21,Packaging & labeling suppliers,C-Industrial,Packaging / labeling,US,Owner / Sales Manager,Manufacturers / CPG brands / food producers,New product line / capacity / sustainability-packaging demand,"Packaging/label converters & distributors, regional; DQ one-product resellers","Surface: concentrated customer base. Business: needs new manufacturer/CPG accounts. Personal: sales manager owns new-logo growth","Dream: new manufacturer/CPG packaging accounts. Mechanism: outbound to ops/procurement at producers. Guarantee: pilot. Packaging: retainer",1:few by industry served,"Subj packaging accounts | Packaging suppliers lean on a few big accounts-manufacturers and CPG brands launching new SKUs need suppliers constantly and almost nobody reaches them first",Very Low,~25k+ US
22,Uniform / workwear / PPE suppliers,C-Industrial,Uniform / workwear / PPE,US,Owner / Sales Manager,Businesses w/ uniformed/field staff,Hiring reps / new product line / safety-reg change,"Uniform/workwear/PPE distributors, regional; DQ consumer apparel","Surface: recurring need but acquisition is manual. Business: wants recurring B2B uniform contracts. Personal: manager owns account growth","Dream: recurring uniform/PPE contracts. Mechanism: outbound to ops/HR at businesses w/ field staff. Guarantee: appointments-or-free. Packaging: retainer",1:few by industry (construction/healthcare/hospitality),"Subj uniform programs | Every business with field or floor staff needs uniforms and PPE recurring-yet acquisition is still manual and the inbox is wide open",Very Low,~20k+ US
23,Multi-location dental / DSO,D-Healthcare,Dental groups / DSO,US,Owner / Director of Ops / Group Marketing,Local employers & referral providers,Opening/acquiring locations,"Multi-location dental groups 3+ sites; DQ solo practices","Surface: new-patient flow uneven across sites. Business: new locations must fill chairs fast. Personal: ops director owns per-site numbers","Dream: employer-benefit & referral partnerships feeding patients. Mechanism: outbound to local HR/employers & referring providers. Guarantee: pilot per region. Packaging: retainer",1:few by location_city + service line,"Subj filling new chairs | Opening locations is the easy bet-filling them fast is hard. Local employer partnerships and provider referrals are the channels most groups leave to ads",Low,~10k+ groups US
24,Physical therapy / chiropractic groups,D-Healthcare,PT / chiro / rehab,US,Owner / Clinic Director,Physicians / employers / attorneys (referral sources),Opening clinics / hiring providers,"Multi-clinic PT/chiro groups; DQ solo","Surface: patient volume depends on a few referring docs. Business: needs wider referral network. Personal: director owns visit volume","Dream: steady physician/employer/attorney referral partnerships. Mechanism: outbound to referral sources. Guarantee: pilot. Packaging: retainer",1:few by referral-source type,"Subj referral partners {{location_city}} | PT and chiro volume rides on a handful of referring physicians-systematically building employer and provider referral partnerships is the growth nobody works",Very Low,~40k+ US
25,Home health & senior-care agencies,D-Healthcare,Home health / senior care,US,Owner / Director,Hospital discharge planners / SNFs / physician offices,New territory / hiring caregivers / Medicare-cycle,"Home-health & senior-care agencies, regional; DQ staffing-only","Surface: census depends on referral sources. Business: needs steady referral pipeline. Personal: owner owns census/occupancy","Dream: recurring referral partnerships. Mechanism: outbound to discharge planners/SNFs/physicians. Guarantee: pilot. Packaging: retainer",1:few by referral-source + location_city,"Subj referral pipeline {{location_city}} | Home-health census lives on discharge planners and physician referrals-building those proactively is the difference between full and empty, and almost nobody does it systematically",Very Low,~30k+ US
26,Veterinary groups / clinics,D-Healthcare,Veterinary,US/UK,Owner / Practice Manager / Group Ops,Breeders / shelters / pet-business referrers / corporate pet-benefit,Opening/acquiring clinics / hiring vets,"Multi-location vet groups; DQ solo","Surface: new-client flow uneven. Business: new clinics need volume fast. Personal: ops owns per-clinic performance","Dream: B2B referral & corporate pet-benefit partnerships. Mechanism: outbound to referral sources & employers. Guarantee: pilot. Packaging: retainer",1:few by location_city,"Subj new-client partnerships | New vet clinics need client volume fast-breeder, shelter and corporate pet-benefit partnerships are easy local B2B channels nobody's running outbound to",Very Low,~25k+ US
27,Commercial security / alarm / surveillance installers,E-Operators,Security installation,US,Owner / Sales Manager,Property managers / commercial facilities / GCs,Hiring techs / new construction / incident-driven demand,"Commercial security/alarm/CCTV/access-control firms; DQ residential DIY","Surface: project + monitoring work tied to GCs. Business: recurring monitoring contracts = annuity. Personal: owner wants recurring base","Dream: recurring commercial monitoring & install contracts. Mechanism: outbound to property managers/facilities. Guarantee: performance floor. Packaging: retainer",1:few by building type,"Subj commercial security contracts | Recurring monitoring is the annuity in security-but most installers wait for GC calls instead of locking property managers into multi-year contracts",Very Low,~30k+ US
28,Commercial fleet maintenance & mobile auto,E-Operators,Fleet/auto services,US,Owner / Account Manager,Businesses operating vehicle fleets,Adding bays/trucks / new mobile-service offering,"Commercial fleet & mobile maintenance firms; DQ consumer repair shops","Surface: one-off jobs, no fleet contracts. Business: recurring fleet-maintenance accounts = stable revenue. Personal: owner wants predictable B2B base","Dream: recurring fleet-maintenance contracts. Mechanism: outbound to fleet/ops managers. Guarantee: appointments-or-free. Packaging: retainer",1:few by fleet type (delivery/trades/govt),"Subj fleet maintenance contracts | Any business running vehicles needs recurring maintenance-fleet and ops managers are easy to reach and almost never get a relevant outbound email",Very Low,~40k+ US
29,Equipment rental companies,E-Operators,Equipment rental,US,Owner / Branch/Sales Manager,Contractors / builders / event companies,New branch / fleet expansion / construction-cycle uptick,"Independent equipment-rental firms (construction/event/industrial); DQ national chains","Surface: utilization depends on repeat contractors. Business: idle equipment = lost revenue. Personal: branch manager owns utilization","Dream: new contractor/event accounts to lift utilization. Mechanism: outbound to contractors w/ project signals. Guarantee: performance floor. Packaging: retainer",1:few by equipment category + location_city,"Subj equipment accounts {{location_city}} | Rental margins live and die on utilization-contractors pulling new permits need equipment constantly, exactly the account flow most branches don't pursue",Very Low,~20k+ US
30,Corporate catering & event venues,E-Operators,Catering / event venues,US/UK metros,Owner / Sales Director,Local employers / HR & office managers / event planners,New venue/menu / return-to-office events / hiring sales,"Corporate caterers & event venues, regional; DQ pure consumer weddings","Surface: bookings are seasonal/inbound. Business: recurring corporate accounts smooth revenue. Personal: sales director owns booking volume","Dream: recurring corporate catering/event accounts. Mechanism: outbound to HR/office managers & planners. Guarantee: pilot. Packaging: retainer",1:few by event type + location_city,"Subj corporate catering {{location_city}} | Corporate catering and venue bookings are mostly inbound and seasonal-local employers running regular team events are an easy recurring base nobody's emailing",Low,~50k+ US
